Gene,THP1_sgNT_R1,THP1_sgNT_R2
AC005606.1,0.119,0
AC005606.2,0.026,0
AC005609.1,0,0
AC005609.2,0,0
AC005609.3,0,0
AC005609.4,0,0
AC005609.5,0.619,0.524
AC005614.1,0.033,0.039
AC005614.2,0.13,0.155
AC005616.1,0,0
AC005618.1,0.668,0.613
AC005618.2,0,0
AC005618.3,0,0
AC005618.4,0.558,0.758
AC005619.1,0,0
AC005622.1,0.141,0.126
AC005625.1,0.255,0.151
AC005631.1,0,0
AC005632.1,0,0
AC005632.2,0,0
AC005632.3,0.58,0.431
AC005632.4,0.195,0
AC005632.5,0,0
AC005632.6,0.035,0.042
AC005670.1,0.304,0.181
AC005670.2,0,0
AC005670.3,7.827,6.7
AC005674.1,0.131,0.156
AC005674.2,0.308,0.57
AC005682.1,0.164,0.097
AC005682.2,0,0.03
AC005691.1,0,0
AC005692.1,0,0
AC005692.2,0,0
AC005692.3,0,0
AC005695.1,0,0
AC005695.2,0,0
AC005695.3,0.259,0.924
AC005696.1,3.661,4.353
AC005696.2,0,0.114
AC005696.3,0.595,0.471
AC005696.4,0.038,0.068
AC005697.1,0,0
AC005697.2,0,0
AC005697.3,0,0
AC005699.1,0,0
AC005702.1,0,0
AC005702.2,0.249,0.099
AC005702.3,0,0
AC005702.4,0,0
AC005702.5,0,0
AC005703.1,0,0
AC005703.2,0,0
AC005703.3,0,0
AC005703.4,0,0
AC005703.5,0,0
AC005703.6,0,0
AC005703.7,0,0
AC005722.1,0,0
AC005722.2,0,0.785
AC005722.3,0.018,0
AC005722.4,0,0.16
AC005725.1,0,0
AC005726.1,0.618,0.408
AC005726.2,0.119,0.094
AC005726.3,0,0
AC005726.4,0.222,0.132
AC005730.1,0.175,0
AC005730.2,0.051,0.06
AC005730.3,2.462,1.561
AC005736.1,0,0
AC005740.1,0,0.137
AC005740.2,0,0
AC005740.3,0,0
AC005740.4,0.439,0.597
AC005740.5,0,0
AC005741.1,0,0
AC005746.1,0.316,0.054
AC005746.2,0.128,0
AC005746.3,0,0
AC005753.1,0,0
AC005753.2,0,0
AC005753.3,0,0
AC005757.1,0,0
AC005758.1,0,0.114
AC005759.1,0.347,0.412
AC005771.1,0,0
AC005772.1,0,0
AC005772.2,0.014,0
AC005774.1,0,0
AC005774.2,0,0
AC005775.1,1.413,2.017
AC005776.1,1.657,1.231
AC005776.2,0,0.081
AC005777.1,0.321,0
AC005785.1,0.157,0.112
AC005785.2,2.094,3.282
AC005786.1,3.51,2.783
AC005786.2,0.163,0.194
AC005786.3,0.532,0
AC005786.4,0.264,0.838
AC005787.1,0,0
AC005789.1,0.809,0.721
AC005790.1,0,0
AC005796.1,0,0
AC005798.1,0.466,0.185
AC005803.1,0,0
AC005808.1,0,0
AC005821.1,0.025,0.015
AC005821.2,0,0
AC005822.1,0.697,0.276
AC005823.1,0,0
AC005823.2,0.092,0
AC005828.1,0,0
AC005828.2,0,0
AC005828.3,0,0
AC005828.4,0,0
AC005828.5,0,0
AC005828.6,0.518,0.616
AC005828.7,0,0
AC005829.1,1.069,1.695
AC005829.2,0,0.068
AC005831.1,24.671,21.927
AC005832.1,0,0
AC005832.2,0,0
AC005832.3,0,0.113
AC005832.4,0,0
AC005833.1,0.045,0
AC005833.2,0,0
AC005837.1,0.84,0.499
AC005837.2,0,0
AC005837.3,0.996,1.184
AC005837.4,0,0
AC005838.1,0.258,0.613
AC005838.2,0,0
AC005838.3,4.169,4.055
AC005839.1,2.468,2.401
AC005840.1,0.797,2.084
AC005840.2,0.62,0.466
AC005840.3,0.072,0
AC005840.4,0.401,0.477
AC005841.1,0.628,0.995
AC005845.1,0,0
AC005856.1,0,0
AC005858.1,0,0
AC005858.2,0,0
AC005858.3,0,0
AC005863.1,0.017,0
AC005865.1,0,0
AC005865.2,0,0
AC005868.1,0,0
AC005871.1,0,0
AC005871.2,0,0
AC005884.1,0,0
AC005884.2,0,0
AC005888.1,0,0
AC005899.1,0,0
AC005899.2,0.107,0.254
AC005899.3,0,0
AC005899.4,0,0
AC005899.5,0,0
AC005899.6,0.435,0.776
AC005899.7,2.022,3.367
AC005899.8,0.511,0.486
AC005899.9,0,0
AC005901.1,0,0
AC005905.1,0,0
AC005906.1,0.108,0
AC005906.2,0,0
AC005906.3,0,0
AC005908.1,0,0
AC005908.2,0,0
AC005908.3,0,0
AC005909.1,0,0
AC005909.2,0,0
AC005911.1,0.922,0.157
AC005912.1,240.743,312.573
AC005912.2,0,0
AC005912.3,0,0
AC005914.1,0,0
AC005915.1,0,0
AC005920.1,0,0
AC005920.2,0,0
AC005920.3,0,0
AC005920.4,0,0
AC005921.1,0,0
AC005921.2,0,0
AC005921.3,0,0
AC005921.4,0.447,0.598
AC005921.5,0,0.038
AC005943.1,0.06,0.285
AC005943.2,0,0
AC005944.1,0.32,0.127
AC005951.1,0,0
AC005954.1,1.069,1.272
AC005954.2,0,0
AC005962.1,1.013,0.986
AC005962.2,0.08,0.095
AC005972.1,0,0
AC005972.2,0,0
AC005972.3,0.02,0.048
AC005993.1,0,0
AC005995.1,0,0
AC005996.1,0,0
AC005998.1,0,0
AC005999.1,0,0
AC005999.2,0,0
AC006001.1,0.253,0.151
AC006001.2,2.804,2.8
AC006001.3,5.358,5.098
AC006001.4,0,0
AC006003.1,0,0
AC006006.1,0,0
AC006007.1,0,0
AC006008.1,0.054,0.128
AC006011.1,0,0
AC006013.1,0,0
AC006015.1,0,0
AC006017.1,1.071,1.592
AC006017.2,0.215,0
AC006019.1,0,0
AC006019.2,0,0
AC006019.3,0,0
AC006020.1,0,0
AC006022.1,0,0
AC006023.1,0,0
AC006023.2,0,0
AC006023.3,0.36,0
AC006026.1,0.067,0.079
AC006026.2,0,0.397
AC006026.3,9.241,11.987
AC006027.1,1.054,0.964
AC006028.1,0,0
AC006030.1,0.059,0.056
AC006033.1,1.692,1.341
AC006033.2,14.04,11.65
AC006037.1,0,0
AC006037.2,0,0
AC006040.1,0,0.062
AC006041.1,0,0
AC006041.2,0,0
AC006042.1,0,0
AC006042.2,0.45,0.729
AC006042.3,1.389,0.826
AC006043.1,0,0
AC006055.1,0,0
AC006057.1,0,0
AC006058.1,0,0
AC006058.2,0,0
AC006058.3,0,0
AC006058.4,0,0
AC006059.1,0.6,0.806
AC006059.2,0.021,0.012
AC006059.3,0,0
AC006059.4,0,0
AC006059.5,0,0.014
AC006062.1,0,0
AC006063.1,0,0
AC006063.2,0,0
AC006063.3,0,0
AC006063.4,0,0
AC006064.1,0,0.128
AC006064.2,0.52,0.455
AC006064.3,0.378,0.449
AC006064.4,3.701,4.4
AC006064.5,0,0
AC006064.6,0.007,0
AC006065.1,0,0
AC006065.2,0,0
AC006065.3,0,0
AC006065.4,0,0
AC006065.5,0,0
AC006065.6,0,0
AC006076.1,0,0
AC006077.1,0,0
AC006077.2,2.497,2.032
AC006111.1,0.183,0
AC006111.2,2.025,2.675
AC006111.3,0,0
AC006112.1,0,0
AC006115.1,0,0
AC006115.2,0,0
AC006116.1,0,0
AC006116.10,0.116,0.137
AC006116.11,0,0.123
AC006116.12,0,0
AC006116.2,2.739,2.533
AC006116.3,0.061,0
AC006116.4,0.166,0.198
AC006116.5,0,0
AC006116.6,1.289,0.767
AC006116.7,0,0
AC006116.8,0,0.189
AC006116.9,0.592,0.509
AC006122.1,0,0
AC006127.1,0,0
AC006128.1,0,0.043
AC006130.1,0,0
AC006130.2,0,0
AC006130.3,0.253,0.351
AC006133.1,0,0
AC006141.1,0.388,0.395
AC006144.1,0,0.045
AC006144.2,0.105,0.125
AC006146.1,0,0
AC006148.1,0,0.003
AC006148.2,0,0
AC006150.1,0,0
AC006153.1,0,0
AC006157.1,1.313,1.366
AC006158.1,0,0
AC006158.2,0,0
AC006158.3,0,0
AC006159.1,0,0
AC006159.2,0,0
AC006160.1,0.141,0.168
AC006160.2,0,0
AC006195.1,0,0
AC006196.1,0,0
AC006197.1,0,0
AC006197.2,0.427,0.169
AC006199.1,0,0
AC006205.1,0,0
AC006205.2,0.161,0.191
AC006206.1,0,0
AC006206.2,0,0
AC006207.1,0.758,1.302
AC006210.1,0,0
AC006210.2,0,0
AC006213.1,1.461,1.25
AC006213.2,0.74,0.554
AC006213.3,0.23,0.429
AC006213.4,7.959,7.548
AC006213.5,4.797,5.208
AC006213.6,0.115,0.034
AC006213.7,0.69,0.246
AC006230.1,0,0
AC006236.1,0,0
AC006237.1,0.25,0.149
AC006238.1,0,0.134
AC006238.2,0,0
AC006249.1,0.128,0
AC006252.1,1.855,1.038
AC006254.1,0.199,0.372
AC006254.2,0,0
AC006254.3,0,0
AC006262.1,0,0
AC006262.2,0,0
AC006262.3,0,0
AC006262.4,0,0
AC006270.1,0,0
AC006270.2,0,0.11
AC006270.3,0,0
AC006272.1,0.109,0
AC006272.2,0,0
AC006273.1,0,0.083
AC006277.1,0,0
AC006288.1,0,0
AC006296.1,0,0
AC006296.2,0,0
AC006296.3,0,0
AC006299.1,0.034,0.013
AC006305.1,0,0
AC006305.2,0,0
AC006305.3,0,0
AC006305.4,0,0
AC006320.1,0,0
AC006326.1,0,0
AC006328.1,0,0
AC006328.2,0,0
AC006329.1,0,0
AC006330.1,1.36,1.366
AC006333.1,2.719,2.994
AC006335.1,0,0
AC006335.2,0,0
AC006338.1,0,0
AC006338.2,0,0
AC006348.1,0,0
AC006349.1,0,0.304
AC006355.1,0,0
AC006355.2,0,0
AC006357.1,0,0
AC006360.1,0,0
AC006362.1,0,0
AC006363.1,0,0
AC006364.1,0,0
AC006366.1,0,0
AC006369.1,0,0
AC006369.2,0,0
AC006372.1,2.459,2.516
AC006372.2,4.101,3.025
AC006372.3,2.448,2.399
AC006372.4,0.039,0
AC006378.1,0.121,0.115
AC006380.1,0,0
AC006386.1,0,0
AC006386.2,0,0
AC006390.1,0,0
AC006398.1,0,0
AC006427.1,0,0
AC006427.2,0.09,0.053
AC006435.1,0,0
AC006435.2,0.097,0.232
AC006435.3,0,0
AC006435.4,0.257,0.305
AC006435.5,1.073,0
AC006441.1,0,0
AC006441.2,0,0
AC006441.3,0,0
AC006441.4,0,0
AC006441.5,0,0
AC006443.1,9.241,7.325
AC006445.1,0,0
AC006445.2,0.127,0
AC006445.3,0,0
AC006449.1,0,0
AC006449.2,0.742,1.176
AC006449.3,0,0
AC006449.5,0.115,0.068
AC006449.7,1.91,1.431
AC006449.9,0,0
AC006450.1,0,0.155
AC006450.2,0,0
AC006450.3,0.028,0
AC006452.1,0,0
AC006452.2,0,0
AC006453.1,0,0
AC006453.2,0,0
AC006453.3,0.473,0.414
AC006453.4,0,0
AC006453.5,0,0
AC006453.6,0,0
AC006455.1,0,0
AC006455.2,0,0
AC006455.3,0,0
AC006455.4,0,0
AC006455.5,0,0
AC006455.6,0,0
AC006455.7,0,0
AC006455.8,0,0
AC006457.1,0,0
AC006458.1,0,0
AC006459.1,0,0
AC006460.1,0,0
AC006460.2,0.161,0.064
AC006463.1,0,0
AC006466.1,0,0
AC006478.1,0,0
AC006478.2,0,0
AC006480.1,0,0
AC006480.2,0,0.189
AC006480.3,1.033,1.335
AC006482.1,0,0
AC006483.1,0.576,2.282
AC006483.2,0.35,0.139
AC006484.1,0,0
AC006486.1,0.095,0
AC006486.2,0.355,0.39
AC006487.1,0,0
AC006487.2,0,0
AC006499.1,0,0
AC006499.2,0,0
AC006499.3,0,0
AC006499.4,0,0
AC006499.5,0,0
AC006499.6,0,0
AC006499.7,0,0
AC006499.8,0,0
AC006504.1,0.606,0.584
AC006504.2,0,0
AC006504.3,2.182,1.912
AC006504.4,0,0
AC006504.5,4.559,4.024
AC006504.6,0,0
AC006504.7,6.243,5.286
AC006509.1,0,0
AC006509.2,0,0
AC006509.3,0,0
AC006511.1,0,0
AC006511.2,0,0
AC006511.3,0.091,0
AC006511.4,0.371,0.441
AC006511.5,0,0
AC006511.6,0,0
AC006511.7,0,0
AC006512.1,0,0.491
AC006512.2,0,0
AC006517.1,0,0
AC006517.2,0,0
AC006517.3,1.767,1.4
AC006517.4,0,0
AC006517.5,0,0
AC006517.6,0,0
AC006518.1,0.127,0.227
AC006518.2,0,0.266
AC006525.1,0,0
AC006529.1,0,0
AC006530.1,0,0
AC006538.1,8.224,8.336
AC006538.2,0,0
AC006538.3,0.52,0.494
AC006538.4,0.143,0.17
AC006539.1,0.12,0.285
AC006539.2,0,0
AC006539.3,0,0
AC006547.1,0,0
AC006547.2,1.142,1.358
AC006547.3,0,0
AC006547.4,0.24,0.857
AC006548.1,0,0
AC006548.2,0,0
AC006548.3,0,0
AC006557.1,0,0
AC006557.2,0,0
AC006557.3,0,0
AC006557.4,0,0
AC006557.5,0,0
AC006557.6,0,0
AC006566.1,0,0
AC006566.2,0,0
AC006581.1,0,0
AC006581.2,0,0
AC006583.1,0.589,1.4
AC006600.1,0,0
AC006600.2,0,0
AC006840.1,0,0
AC006924.1,0.43,0.256
AC006927.1,0.121,0.143
AC006927.2,0,0
AC006927.3,0,0
AC006927.4,0,0
AC006927.5,0,0
AC006942.1,0.347,0.687
AC006946.1,0.183,0
AC006946.2,1.557,1.551
AC006946.3,0.238,0.378
AC006947.1,0,0.295
AC006960.1,0,0
AC006960.2,0,0
AC006960.3,0,0
AC006960.4,0,0
AC006963.1,0,0
AC006963.2,0,0.068
AC006965.1,0.063,0
AC006967.1,0,0
AC006967.2,0,0
AC006967.3,2.088,2.287
AC006970.1,0,0
AC006970.2,0,0
AC006971.1,0,0
AC006972.1,0,0
AC006974.1,0,0.048
AC006974.2,0.587,0.698
AC006978.1,12.948,13.138
AC006978.2,0.451,0.858
AC006983.1,0,0
AC006986.1,0,0
AC006987.1,0,0
AC006989.1,0,0
AC006994.1,0.04,0.032
AC007000.1,0,0
AC007000.2,0.227,0.54
AC007000.3,0.74,0.147
AC007000.4,0,0
AC007001.1,0,0
AC007003.1,0,0
AC007009.1,0,0
AC007012.1,0,0
AC007012.2,0,0
AC007014.1,0,0
AC007014.2,1.881,1.342
AC007016.1,0.246,1.756
AC007021.1,0,0
AC007027.1,0,0
AC007029.1,0,0
AC007029.2,0,0
AC007032.1,0.567,0.759
AC007036.1,0.267,0
AC007036.2,0.137,0
AC007036.3,0,0
AC007036.4,0,0
AC007036.5,0,0
AC007038.1,3.896,3.185
AC007040.1,0.126,0.449
AC007040.2,0.027,0.032
AC007040.3,0,0
AC007064.1,0,0
AC007064.2,0,0
AC007064.3,0,0
AC007064.4,0,0
AC007066.1,0,0.187
AC007066.2,1.101,0.828
AC007066.3,0,0
AC007068.1,0,0
AC007091.1,0,0
AC007092.1,0,0
AC007098.1,8.519,7.845
AC007098.2,0.164,0.584
AC007099.1,0,0
AC007099.2,0,0
AC007099.3,0,0
AC007100.1,0,0
AC007100.2,0,0
AC007106.1,0.031,0
AC007106.2,0,0
AC007114.1,1.209,1.252
AC007114.2,0,0
AC007115.1,0,0
AC007126.1,0,0
AC007128.1,0,0
AC007128.2,0,0
AC007130.1,0,0.146
AC007132.1,0,0
AC007136.1,0,0
AC007151.1,0,0
AC007159.1,0,0
AC007160.1,0,0.224
AC007161.1,0,0.095
AC007161.2,0,0
AC007161.3,0.189,0.224
AC007179.1,0,0
AC007179.2,0,0
AC007179.3,0,0
AC007182.1,0,0
AC007182.2,0.897,1.599
AC007182.3,0,0
AC007191.1,2.788,2.957
AC007192.1,0,0.014
AC007192.2,0,0
AC007193.1,0,0
AC007193.2,0,0
AC007193.3,0.32,0.76
AC007204.1,0,0
AC007204.2,0,0
AC007207.1,0,0
AC007215.1,0,0
AC007216.1,0,0
AC007216.2,0.156,0
AC007216.3,1.326,1.911
AC007216.4,0.748,0.763
AC007216.5,0,0
AC007218.1,0,0
AC007218.2,0,0
AC007218.3,0,0
AC007220.1,0.057,0
AC007220.2,0,0
AC007221.1,0,0
AC007222.1,0,0
AC007222.2,0,0
AC007223.1,0,0
AC007224.1,0,0
AC007224.2,0.236,0.14
AC007225.1,0.164,0.039
AC007225.2,0,0
AC007229.1,2.916,2.254
AC007237.1,0,0
AC007238.1,1.656,1.477
AC007240.1,0,0
AC007240.2,0.448,0
AC007240.3,1.059,1.336
AC007241.1,0,0
AC007241.2,0,0
AC007242.1,0,0
AC007244.1,0,0
AC007250.1,0.355,0.634
AC007253.1,0,0
AC007255.1,0,0
AC007255.2,0,0
AC007262.1,0,0
AC007262.2,0.105,0.174
AC007269.1,0.041,0.049
AC007271.1,0,0.091
AC007272.1,0.047,0
AC007272.2,0,0
AC007274.1,0,0
AC007274.2,0,0
AC007274.3,0,0
AC007275.1,0,0
AC007277.1,0.055,0
AC007277.2,0,0
AC007278.1,0,0
AC007278.2,0,0
AC007279.1,0,0.171
AC007279.2,0.051,0.061
AC007283.1,0,0
AC007284.1,0,0
AC007285.1,0.042,0.101
AC007285.2,0,0
AC007292.1,1.61,1.34
AC007292.2,0.332,0.394
AC007292.3,0.337,0
AC007298.1,0,0
AC007298.2,1.672,2.154
AC007308.1,0,0
AC007312.1,0,0
AC007314.1,0,0.126
AC007317.1,0,0
AC007317.2,0.235,0
AC007318.1,18.477,17.187
AC007318.2,0,0
AC007318.3,4.157,3.732
AC007319.1,0,0
AC007322.1,0,0
AC007322.2,0,0
AC007322.3,0,0
AC007322.4,0,0
AC007326.1,0,0
AC007326.2,0,0
AC007326.3,0,0
AC007326.4,0,0
AC007326.5,0,0
AC007327.1,0,0
AC007327.2,0,0
AC007333.1,0,0
AC007333.2,0,0
AC007336.1,0.392,0.616
AC007336.2,0,0.128
AC007336.3,0,0
AC007342.1,0.17,0.506
AC007342.2,0,0
AC007342.3,0.153,0.149
AC007342.4,0,0
AC007342.5,0,0
AC007342.6,0.046,0
AC007342.7,0.283,0.275
AC007342.8,0,0
AC007342.9,0,0
AC007343.1,0,0
AC007344.1,0,0
AC007346.1,0,0
AC007346.2,0,0
AC007347.1,0,0
AC007347.2,0,0
AC007349.1,0,0
AC007349.2,0,0
AC007349.3,0,0
AC007349.4,0,0
AC007350.1,0,0
AC007351.1,0,0
AC007351.2,0,0
AC007351.3,0,0
AC007351.4,0,0
AC007359.1,0,0
AC007362.1,0,0
AC007363.1,0,0
AC007365.1,3.257,2.962
AC007365.2,0.525,0.624
AC007368.1,0,0
AC007370.1,0,0
AC007370.2,0.022,0.053
AC007375.1,0,0
AC007375.2,0,0
AC007375.3,0,0
AC007376.1,0,0
AC007376.2,0,0
AC007378.1,0.126,0.149
AC007381.1,0.033,0.016
AC007381.2,0,0
AC007382.1,0,0
AC007383.1,8.307,5.871
AC007383.2,0,0
AC007383.3,0,0
AC007383.4,4.05,0
AC007384.1,1.503,0.642
AC007386.1,0,0
AC007387.1,0,0
AC007387.2,0.19,0.113
AC007389.1,0.136,0.185
AC007389.2,0,0
AC007389.3,0.036,0.086
AC007389.4,0,0
AC007389.5,0.404,0.672
AC007390.1,0.442,0.657
AC007391.1,0.358,0.142
AC007391.2,0.071,0.085
AC007391.3,0,0
AC007395.1,0,0
AC007402.1,0,0
AC007402.2,0,0
AC007403.1,0,0
AC007405.1,0,0
AC007405.2,0.495,0.431
AC007405.3,0,0
AC007405.4,0.227,0.344
AC007405.5,0,0.519
AC007406.1,0,0
AC007406.2,0,0
AC007406.3,0.051,0
AC007406.4,0,0
AC007406.5,5.381,4.821
AC007422.1,0,0
AC007423.1,0,0
AC007424.1,0,0
AC007431.1,0,0
AC007431.2,0,0
AC007431.3,0.102,0.122
AC007432.1,0,0
AC007435.1,3.212,3.055
AC007448.1,0,0
AC007448.2,0,0
AC007448.3,0,0
AC007448.4,0.436,0.415
AC007448.5,0.215,0.171
AC007450.1,0,0
AC007450.2,0,0
AC007450.3,0,0
AC007450.4,0.459,0
AC007458.1,0,0
AC007463.1,0,0
AC007463.2,0,0
AC007483.1,0,0
AC007485.1,0.583,1.04
AC007485.2,5.189,4.242
AC007490.1,0,0
AC007491.1,0,0
AC007493.1,0,0
AC007493.2,0,0
AC007494.1,0,0
AC007494.2,0,0
AC007494.3,0,0
AC007495.1,0,0
AC007496.1,0,0
AC007496.2,0,0
AC007496.3,0.262,0.394
AC007497.1,0.428,0.637
AC007497.2,0,0
AC007513.1,0,0
AC007527.1,0,0
AC007527.2,0,0
AC007528.1,0,0
AC007529.1,0,0
AC007529.2,0.055,0
AC007533.1,0,0
AC007533.2,0,0
AC007535.1,0,0
AC007536.1,0,0
AC007537.1,0.588,0.978
AC007540.1,0,0
AC007540.2,0,0
AC007541.1,1.39,0.875
AC007546.1,0.537,0.511
AC007546.2,0,0
AC007546.3,0,0
AC007547.1,0,0
AC007547.2,0,0
AC007547.3,0,0
AC007551.1,0.231,0.826
AC007551.2,0,0
AC007552.1,0,0
AC007552.2,0.1,0.118
AC007556.1,15.653,17.913
AC007557.1,0,0
AC007557.2,0,0
AC007557.3,0,0
AC007557.4,0,0
AC007559.1,0,0
AC007560.1,0,0.301
AC007562.1,0,0
AC007563.1,0,0
AC007563.2,0,0
AC007563.3,0,0
AC007566.1,2.301,2.033
AC007566.2,0,0
AC007568.1,0,0
AC007569.1,2.186,1.823
AC007570.1,0.299,0.118
AC007595.1,0,0
AC007598.1,0,0
AC007598.2,0,0
AC007598.3,0,0
AC007599.1,0.051,0
AC007599.2,0.122,0
AC007599.3,0,0
AC007601.1,0,0
AC007601.2,0,0
AC007603.1,0.029,0.069
AC007603.2,0,0
AC007603.3,0.061,0
AC007608.1,2.141,1.736
AC007608.2,0,0
AC007608.3,0.009,0.033
AC007608.4,0.071,0.106
AC007610.1,0,0
AC007610.2,0.844,0.574
AC007610.3,0,0
AC007610.4,0,0
AC007610.5,0,0
AC007610.6,0.848,0.639
AC007610.7,0,0
AC007611.1,0.397,0.429
AC007613.1,0.069,0.11
AC007613.2,0.212,0.757
AC007614.1,0.004,0
AC007614.2,0,0
AC007618.1,0,0
AC007619.1,0.583,0.347
AC007619.2,0,0
AC007620.1,0,0
AC007620.2,0.248,0.589
AC007620.3,0.363,0.287
AC007621.1,0,0
AC007622.1,0.112,0.801
AC007622.2,0.031,0.037
AC007631.1,0,0
AC007637.1,3.168,1.413
AC007638.1,0,0
AC007638.2,0,0
AC007639.1,0,0
AC007649.1,0,0
AC007652.1,0,0
AC007652.2,0,0
AC007652.3,0,0
AC007655.1,0,0
AC007655.2,0.094,0.111
AC007656.1,0,0
AC007656.2,0,0
AC007656.3,0,0
AC007656.4,0,0
AC007663.1,0.097,0.058
AC007663.2,1.24,1.154
AC007663.3,0.388,0.614
AC007663.4,2.475,3.282
AC007666.1,0.245,0.364
AC007666.2,0.521,0.333
AC007671.1,0,0
AC007673.1,0,0
AC007679.1,0,0
AC007679.2,0,0
AC007679.3,0.632,0
AC007681.1,0.175,0.229
AC007682.1,0,0
AC007683.1,0.813,0.967
AC007683.2,0,0
AC007684.1,0,2.116
AC007684.2,0.252,0.898
AC007685.1,0,0
AC007685.2,1.063,0
AC007686.1,0,0.154
AC007686.2,0,0
AC007686.3,0.155,0.205
AC007686.4,0,0
AC007686.5,0,0
AC007687.1,0.395,0.235
AC007688.1,0,0
AC007688.2,0.712,0.753
AC007688.3,0,0
AC007690.1,1.027,0.61
AC007695.1,0,0
AC007718.1,0,0
AC007728.1,0,0
AC007728.2,0.352,0.147
AC007728.3,2.094,2.298
AC007731.1,0,0
AC007731.2,0.035,0.042
AC007731.3,0.269,0.16
AC007731.4,0,0
AC007731.5,0.093,0
AC007731.6,1.145,1.037
AC007736.1,0,0
AC007738.1,0,0
AC007741.1,0,0
AC007742.1,0,0
AC007742.2,0,0
AC007743.1,0.041,0
AC007744.1,0,0
AC007749.1,0,0
AC007749.2,0,0
AC007750.1,0,0
AC007751.1,0,0
AC007773.1,1.298,2.204
AC007780.1,0.355,0.153
AC007785.1,0,0
AC007785.2,0,0
AC007785.3,0.82,0.368
AC007786.1,0.037,0
AC007786.2,0,0
AC007786.3,0,0
AC007786.4,0.034,0
AC007787.1,0,0
AC007787.2,0.702,0.358
AC007792.1,0.448,0
AC007795.1,0,0
AC007823.1,0.345,0.684
AC007834.1,0,0
AC007834.2,0,0
AC007842.1,3.712,2.942
AC007846.1,0,0
AC007846.2,0,0
AC007848.1,0,0
AC007848.2,0,0
AC007849.1,0,0
AC007849.2,0,0
AC007861.1,0,0
AC007861.2,0,0
AC007876.1,0,0
AC007877.1,0.226,0.09
AC007878.1,1.599,2.388
AC007879.1,0,0
AC007879.2,0,0
AC007879.3,0.329,0.457
AC007879.4,0.166,0
AC007879.5,0,0
AC007880.1,0,0.7
AC007880.2,0,0.041
AC007881.1,0,0
AC007881.2,0.211,0
AC007881.3,0.099,0.118
AC007881.4,0,0
AC007906.1,0.353,0.28
AC007906.2,0.424,0.576
AC007907.1,0,0
AC007919.1,0,0
AC007919.2,0,0
AC007920.1,0,0
AC007920.2,0,0
AC007922.1,0,0
AC007922.2,0,0
AC007922.3,0.428,0
AC007922.4,0,0
AC007922.5,0.02,0
AC007923.1,0,0
AC007923.2,0,0
AC007923.3,0,0
AC007938.1,0,0
AC007938.2,0.046,0.136
AC007938.3,0.482,0.229
AC007938.4,0,0
AC007938.5,0,0
AC007938.6,0,0.608
AC007948.1,0,0
AC007950.1,0,0
AC007950.2,0.026,0.03
AC007952.1,0,0
AC007952.2,0,0
AC007952.3,0,0
AC007952.4,0,0.224
AC007952.5,0,0
AC007952.6,0,0
AC007952.7,0,0
AC007952.8,0,0
AC007952.9,0,0
AC007953.1,0,0
AC007953.2,0,0
AC007954.1,0,0
AC007956.1,0,0
AC007956.2,0,0
AC007966.1,0,0
AC007967.1,0,0
AC007967.2,0,0
AC007967.3,0,0
AC007967.4,0,0
AC007969.1,1.258,0.748
AC007982.1,0,0
AC007991.1,0,0
AC007991.2,0,0
AC007991.3,0,0
AC007991.4,0,0.118
AC007992.1,0,0
AC007992.2,0,0
AC007993.1,0,0
AC007993.2,0,0
AC007993.3,0,0
AC007996.1,3.471,3.139
AC007998.1,0,0
AC007998.2,0.132,0.157
AC007998.3,0.131,0.156
AC007998.4,0.047,0.028
AC007998.5,0.76,0.603
AC008006.1,0,0
AC008011.1,0,0
AC008011.2,0,0
AC008012.1,0,0
AC008013.1,0,0
AC008013.2,0.03,0
AC008013.3,0,0
AC008013.4,0,0
AC008014.1,2.801,2.362
AC008015.1,0,0.154
AC008026.1,2.284,3.355
AC008026.2,0,0.205
AC008026.3,0.176,0.377
AC008033.1,0.052,0.061
AC008033.2,0,0
AC008033.3,0,0
AC008035.1,2.145,1.754
AC008038.1,43.108,53.484
AC008040.1,0.008,0.027
AC008040.2,1.103,1.614
AC008040.3,0,0
AC008040.4,0,0
AC008050.1,0,0.113
AC008055.1,0,0
AC008055.2,0,0
AC008056.1,0,0
AC008056.2,0,0
AC008056.3,0,0
AC008060.1,3.214,1.704
AC008060.2,0,0
AC008060.3,0,0
AC008060.4,1.614,1.382
AC008060.5,0,0
AC008063.1,0,0
AC008066.1,0,0
AC008067.1,0,0
AC008069.1,0,0
AC008072.1,0,0
AC008073.1,0.111,0.263
AC008073.2,0,0
AC008073.3,0,0
AC008074.1,0,0
AC008074.2,2.898,2.734
AC008079.1,0.003,0.007
AC008080.1,0.057,0
AC008080.2,0,0
AC008080.3,0,0
AC008080.4,0,0
AC008083.1,0,0
AC008083.2,0,0
AC008083.3,0.236,0.28
AC008083.4,0,0
AC008088.1,0,0
AC008088.2,0,0
AC008103.1,0,0
AC008105.1,0.629,0.623
AC008105.2,0.291,0.26
AC008105.3,0.833,0.807
AC008114.1,0,0
AC008115.1,0,0
AC008115.2,0,0
AC008115.3,3.282,2.602
AC008115.4,0.155,0.092
AC008119.1,0,0
AC008121.1,1.201,1.428
AC008121.2,0,0
AC008121.3,0,0
AC008121.4,0,0
AC008124.1,7.396,6.915
AC008125.1,0,0
AC008126.1,0,0
AC008127.1,0,0.143
AC008127.2,0,0
